Title,IMDb Rating,Year,Certificates,Director,Star Cast,MetaScore,Duration (minutes),Poster-src,Genres
Fat Man and Little Boy,6.5,1989,PG-13,Roland Joffé,"Bruce Robinson,Roland Joffé",50,127,"https://m.media-amazon.com/images/M/MV5BMmUzNjY5NTAtODExZi00MDM5LWE0OGQtOWI0NGI3OTYzNmI3XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY281_CR0,0,190,281_.jpg",Biography
Lansky,6.2,2021,R,Eytan Rockaway,"Eytan Rockaway,Robert Rockaway",45,119,"https://m.media-amazon.com/images/M/MV5BZWM4Y2E0MzgtYmM3MS00Mzc3LTk0YjktNWE2ZTMzMDBkMjJhXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_QL75_UY281_CR0,0,190,281_.jpg",Biography
Call Jane,6.4,2022,R,Phyllis Nagy,"Elizabeth Banks,Sigourney Weaver,Chris Messina",62,121,"https://m.media-amazon.com/images/M/MV5BYzY4ZWQ5NzgtMTM0Yy00NWI5LTliYWUtNGQ1MTNkYmQwZDllXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
The Baader Meinhof Complex,7.3,2008,R,Uli Edel,"Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek",76,150,"https://m.media-amazon.com/images/M/MV5BOWViYjU3MGYtMTExYy00OTgzLThiZWItZTgwNDI0NDM3OWNlXkEyXkFqcGdeQXVyMDAyMjM2OQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",Action
W.E.,6.2,2011,R,Madonna,"Abbie Cornish,James,D'Arcy Andrea,Riseborough",37,119,"https://m.media-amazon.com/images/M/MV5BMTQyMzMyMjkwM15BMl5BanBnXkFtZTcwNzIyODkxNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
Ip Man 2,7.5,2010,R,Wilson Yip,"Tai-Lee Chan,Hiu-Yan Choi,David Tadman",67,108,"https://m.media-amazon.com/images/M/MV5BZWM2MTcyMDgtZTZkNS00NTg5LWIwNzEtMmY1Y2I1MTZjYTE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,6,190,281_.jpg",Action
Suffragette,6.9,2015,PG-13,Sarah Gavron,"Carey Mulligan,Anne-Marie Duff,Helena Bonham,Carter",64,106,"https://m.media-amazon.com/images/M/MV5BMjA2NDYxOTI1MV5BMl5BanBnXkFtZTgwOTgyMjU3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
Breaker Morant,7.8,1980,PG,Bruce Beresford,"Jonathan Hardy,David Stevens,Bruce Beresford",72,107,"https://m.media-amazon.com/images/M/MV5BYmVlODBlMzktNTllNS00M2Q3LWIxZTQtYTQ4ZmE3ZDVhNjMzXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
Waltz with Bashir,8,2008,R,Ari Folman,"Ari Folman,Ron,Ben-Yishai Ronny,Dayag",91,90,"https://m.media-amazon.com/images/M/MV5BNjM2OTI3NzQyNl5BMl5BanBnXkFtZTcwNjkzNzQ5MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Documentary
Parkland,6.4,2013,PG-13,Peter Landesman,"Zac Efron,Tom Welling,Billy Bob,Thornton",51,93,"https://m.media-amazon.com/images/M/MV5BMjE2NjkwNDE2MF5BMl5BanBnXkFtZTgwNDY5ODIxMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
Sergio,6.2,2020,R,Greg Barker,"Wagner Moura,Ana de,Armas Brían,F.,O'Byrne",55,118,"https://m.media-amazon.com/images/M/MV5BMzIwYzQ3MTMtNjBjZC00M2ZiLTkzMzctYjZhOWM1ZTAxMTdiXkEyXkFqcGdeQXVyODkwODgyNTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Extreme Prejudice,6.6,1987,R,Walter Hill,"John Milius,Fred Rexer,Deric Washburn",51,105,"https://m.media-amazon.com/images/M/MV5BMjY0N2FjMjctY2QzYS00NWFiLTgwY2YtMzkwOGQyMGE0NDUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
Ironclad,6.1,2011,R,Jonathan English,"Paul Giamatti,Jason Flemyng,Brian Cox",42,121,"https://m.media-amazon.com/images/M/MV5BMjI1NTU2NTI5NV5BMl5BanBnXkFtZTcwNDYzOTI1NQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg",Action
Apollo 10½: A Space Age Childhood,7.2,2022,PG-13,Richard Linklater,Milo Coy,79,97,"https://m.media-amazon.com/images/M/MV5BMGZiYjgxNzMtMWJhNS00NGE4LTk4MDAtM2MwNzA3MTc5YTU2XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Frost/Nixon,7.7,2008,R,Ron Howard,Peter Morgan,80,122,"https://m.media-amazon.com/images/M/MV5BYTdmMWVmMmEtZTExOS00YzFhLWI3MGUtZDc5MjBhMjNjOWMzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
12 Mighty Orphans,6.9,2021,PG-13,Ty Roberts,"Jim Dent,Ty Roberts,Lane Garrison",44,118,"https://m.media-amazon.com/images/M/MV5BZWMxNzA1NWEtYjgwMC00ZjkwLTljYjYtN2E3ZWIzODJlN2Y4XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",History
Anne of the Thousand Days,7.4,1969,M/PG,Charles Jarrott,"Bridget Boland,John Hale,Richard Sokolove",66,145,"https://m.media-amazon.com/images/M/MV5BNTBiYWU5NmUtOTZkZi00NzU5LWFhYWQtMzM1ZjhjZTA1ZWQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
The Pirates! Band of Misfits,6.7,2012,PG,Peter Lord,Hugh Grant,73,88,"https://m.media-amazon.com/images/M/MV5BNDhkOGZkZWMtNGI4Mi00ZWI3LTgyYTgtMDU4ZDI3NTNjMWFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Ghosts of Mississippi,6.7,1996,PG-13,Rob Reiner,"Alec Baldwin,James Woods,Whoopi Goldberg",66,130,"https://m.media-amazon.com/images/M/MV5BZmJhMTNjZmQtMTBmMi00ZTMwLWJmMDItMmI4YWMwMTJhY2Q5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg",Drama
Mr. Turner,6.8,2014,R,Mike Leigh,"Timothy Spall,Paul Jesson,Dorothy Atkinson",94,150,"https://m.media-amazon.com/images/M/MV5BMjUzNTg0MzM3NF5BMl5BanBnXkFtZTgwNDg3NTY5MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Shooting Stars,6.5,2023,PG-13,Chris Robinson,"Frank,E.,Flowers Tony,Rettenmaier Juel,Taylor",62,116,"https://m.media-amazon.com/images/M/MV5BZmRiMWZmMjQtZWM3YS00NWM0LWFmNTgtOWNkNDY5NzNmOWI3XkEyXkFqcGdeQXVyMTUxNDM3MTgy._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
Reds,7.3,1981,PG,Warren Beatty,"Warren Beatty,Diane Keaton,Edward Herrmann",76,195,"https://m.media-amazon.com/images/M/MV5BYWU5NjA2OWItMjc3MS00NDk4LWJhYzEtMzczMGU4MDk5OTUwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UY281_CR5,0,190,281_.jpg",Biography
Tulip Fever,6.2,2017,R,Justin Chadwick,"Deborah Moggach,Tom Stoppard",38,105,"https://m.media-amazon.com/images/M/MV5BZDY3MTAyNmEtZDY1Yi00NGY5LTg1ZDctNDQ2N2FlMmRlYWU0XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_QL75_UY281_CR1,0,190,281_.jpg",Drama
Kama Sutra: A Tale of Love,6,1996,R,Mira Nair,"Naveen Andrews,Sarita Choudhury,Indira Varma",66,116.3,"https://m.media-amazon.com/images/M/MV5BYjNkYzhkNDAtOWY2OC00MTE1LWEzZTUtZmFkYjU1NzExYjYwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Crime
Queen Margot,7.4,1994,R,Patrice Chéreau,"Alexandre Dumas,Danièle Thompson,Patrice Chéreau",66,161,"https://m.media-amazon.com/images/M/MV5BNTc4NTdjODgtZmI1MS00MDI5LWFhZjYtMjAzNTVhYzk1ZjFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR9,0,190,281_.jpg",Biography
Salvador,7.4,1986,R,Oliver Stone,"James Woods,Jim Belushi,Michael Murphy",69,122,"https://m.media-amazon.com/images/M/MV5BNjUwNzc1YTEtNWUzNi00MzZlLTk0NTctMzM2ODAxZTg4NzkyXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_QL75_UX190_CR0,3,190,281_.jpg",Drama
Land of Mine,7.8,2015,R,Martin Zandvliet,"Roland Møller,Louis Hofmann,Joel Basman",75,100,"https://m.media-amazon.com/images/M/MV5BYmZkZTNkYWItOGMyYy00YzI5LWFlYjYtNWYwMmU5OGY4ZTdmXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
Topsy-Turvy,7.3,1999,R,Mike Leigh,"Jim Broadbent,Allan Corduner,Dexter Fletcher",90,160,"https://m.media-amazon.com/images/M/MV5BZTRhNzBiZjUtZWExZi00NDEwLWIzYjUtNjhhOWVjODkzYjljXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Biography
The Greatest Story Ever Told,6.6,1965,G,George Stevens,"Fulton Oursler,Henry Denker,James Lee,Barrett",66,260,"https://m.media-amazon.com/images/M/MV5BMTU4NDQ3Mzg3Ml5BMl5BanBnXkFtZTcwNjg5MTkzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
The Canterbury Tales,6.3,1972,NC-17,Pier Paolo Pasolini,"Hugh Griffith,Laura Betti,Ninetto Davoli",66,111,"https://m.media-amazon.com/images/M/MV5BYmEwNWRiMzEtOWI4Ny00MTQzLThlNTQtZGUwZTNiZjI0ZTQyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",Comedy
The Current War,6.5,2017,PG-13,Alfonso Gomez-Rejon,"Benedict Cumberbatch,Oliver Powell,Sophia Ally",55,102,"https://m.media-amazon.com/images/M/MV5BYWIxOWU4OGUtMTY1Ny00YmY3LWFhOTgtNzk3NmExYjUwMTFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Pawn Sacrifice,7,2014,PG-13,Edward Zwick,"Steven Knight,Stephen,J.,Rivele Christopher,Wilkinson",65,115,"https://m.media-amazon.com/images/M/MV5BMTk0MDYxNTE0OV5BMl5BanBnXkFtZTgwODgyNjU3NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Victoria & Abdul,6.8,2017,PG-13,Stephen Frears,"Judi Dench,Ali Fazal,Tim,Pigott-Smith",58,111,"https://m.media-amazon.com/images/M/MV5BMjA4NzY1NTQ1Nl5BMl5BanBnXkFtZTgwMTM3NTY0MjI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Red Cliff,7.3,2008,R,John Woo,"John Woo,Khan Chan,Cheng Kuo",73,148,"https://m.media-amazon.com/images/M/MV5BMTcyOTQ3NDA1OV5BMl5BanBnXkFtZTcwMDY3NzM4Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
World Trade Center,6,2006,PG-13,Oliver Stone,"Andrea Berloff,John Mc,Loughlin Donna,Mc Loughlin",66,129,"https://m.media-amazon.com/images/M/MV5BMTIxMzE5ODEwOV5BMl5BanBnXkFtZTcwMzM3MzIzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
The Madness of King George,7.2,1994,PG-13,Nicholas Hytner,Alan Bennett,89,110,"https://m.media-amazon.com/images/M/MV5BMjkxN2ZmZjUtNDhkZS00NWZiLWEyNGEtNDFkYmJmM2MzNDg1XkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
A Man for All Seasons,7.7,1966,G,Fred Zinnemann,Robert Bolt,72,120,"https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,15,190,281_.jpg",Biography
Kon-Tiki,7.1,2012,PG-13,Joachim Rønning,"Pål Sverre,Hagen Anders,Baasmo Gustaf,Skarsgard",62,118,"https://m.media-amazon.com/images/M/MV5BMjMxOTU2NzQxMF5BMl5BanBnXkFtZTcwODIwODY0OA@@._V1_QL75_UY281_CR4,0,190,281_.jpg",Adventure
Andrei Rublev,8,1966,R,Andrei Tarkovsky,"Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko",66,189,"https://m.media-amazon.com/images/M/MV5BMjhkN2Q3MzctNzJiOC00OTc5LWIwOWYtNWRiYWUyMDk0MGZiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",Biography
"Argentina, 1985",7.6,2022,R,Santiago Mitre,"Ricardo Darín,Gina Mastronicola,Francisco Bertín",78,140,"https://m.media-amazon.com/images/M/MV5BZTY4ZDJkNTUtMjEwNy00YzFiLWE1NWYtNzAxNDYxNDJkYTlkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Testament of Youth,7.2,2014,PG-13,James Kent,"Alicia Vikander,Kit Harington,Taron Egerton",76,129,"https://m.media-amazon.com/images/M/MV5BMTAyOTI3OTgwMTdeQTJeQWpwZ15BbWU4MDAwNzM2NDUx._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Titus,7.1,1999,R,Julie Taymor,"Anthony Hopkins,Jessica Lange,Osheen Jones",57,162,"https://m.media-amazon.com/images/M/MV5BOTE0ZWY5N2UtZTlmMy00NGIwLTg4MGItMzkzYTY5OTYyOWIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
Chevalier,6.5,2022,PG-13,Stephen Williams,"Kelvin Harrison,Jr.Samara Weaving,Lucy Boynton",67,108,"https://m.media-amazon.com/images/M/MV5BNDU5OTBhNzEtYjllNS00Y2RkLWEzYTgtOTRmMGZhOTYyYmMwXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Nixon,7.1,1995,R,Oliver Stone,"Anthony Hopkins,Joan Allen,Powers Boothe",66,192,"https://m.media-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
K-19: The Widowmaker,6.7,2002,PG-13,Kathryn Bigelow,"Harrison Ford,Sam Spruell,Peter Stebbings",58,138,"https://m.media-amazon.com/images/M/MV5BMWY2YjIwNDAtYjQwOC00YjY5LTk2MDUtMjY4ZDdiMjdlNjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",Drama
Beloved,6,1998,R,Jonathan Demme,"Toni Morrison,Akosua Busia,Richard La,Gravenese",58,172,"https://m.media-amazon.com/images/M/MV5BYTZlMDFkYjItMjgxYi00MDNhLTg0NDYtNDY1NzJkNDg0MGQ4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,9,190,281_.jpg",Drama
Worth,6.8,2020,PG-13,Sara Colangelo,"Michael Keaton,Amy Ryan,Stanley Tucci",67,118,"https://m.media-amazon.com/images/M/MV5BZDI4YzBhMzQtM2MzYy00ZGJjLTg2NmItNzJiYTA3OWJjMzUxXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
They Shall Not Grow Old,8.2,2018,R,Peter Jackson,"Thomas Adlam,William Argent,John Ashby",91,99,"https://m.media-amazon.com/images/M/MV5BZWI3ZThmYzUtNDJhOC00ZWY4LThiNmMtZDgxNjE3Yzk4NDU1XkEyXkFqcGdeQXVyNTk5Nzg1NjQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",Documentary
Kingdom,6.7,2019,R,Shinsuke Sato,"Kento Yamazaki,Ryô Yoshizawa,Masami Nagasawa",62,134,"https://m.media-amazon.com/images/M/MV5BNTE1MDBmY2EtMjlkMC00NGQ5LWE3MTEtMzNlNTA3OWY5ZmUyXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",Action
Mandingo,6.4,1975,R,Richard Fleischer,"James Mason,Susan George,Perry King",66,127,"https://m.media-amazon.com/images/M/MV5BZmQzNWUyOGMtNTU5Yy00YjE2LTk4MzktNzVkMzcwOTNjZDIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",Drama
Anna and the King,6.7,1999,PG-13,Andy Tennant,"Jodie Foster,Chow,Yun-Fat Bai,Ling",56,148,"https://m.media-amazon.com/images/M/MV5BZWQzMmY1ZDktMjk0Yi00MGJmLWI0ZWQtYzQzNjU2MTk5ZjA5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_QL75_UY281_CR1,0,190,281_.jpg",Drama
The Flowers of War,7.5,2011,R,Yimou Zhang,"Christian Bale,Ni Ni,Xinyi Zhang",46,146,"https://m.media-amazon.com/images/M/MV5BMjE3OTUzODA3Ml5BMl5BanBnXkFtZTcwNDk5NTUyNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
The Best of Enemies,7.3,2019,PG-13,Robin Bissell,"Taraji,P.,Henson Sam,Rockwell Babou,Ceesay",49,133,"https://m.media-amazon.com/images/M/MV5BMjQ5MjA2NDkyM15BMl5BanBnXkFtZTgwNTIwNjUzNzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Kagemusha: The Shadow Warrior,7.9,1980,PG,Akira Kurosawa,"Tatsuya Nakadai,Tsutomu Yamazaki,Ken'ichi Hagiwara",84,162,"https://m.media-amazon.com/images/M/MV5BYjk4NzAwYTgtZTdmNi00NDI3LWJkNjAtNmQ2MGU5NmUzMWI3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",Drama
The Laundromat,6.3,2019,R,Steven Soderbergh,"Gary Oldman,Antonio Banderas,AJ Meijer",57,96,"https://m.media-amazon.com/images/M/MV5BMjFjMGVmYjUtNGVmYy00NTAwLWJhNjAtZGFkYjgzNzI3YTY4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Comedy
Black Death,6.4,2010,R,Christopher Smith,"Eddie Redmayne,Sean Bean,Carice van,Houten",71,102,"https://m.media-amazon.com/images/M/MV5BMTkxNjEwNjY3NV5BMl5BanBnXkFtZTcwMTY1NTUyNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
Mary Shelley,6.4,2017,PG-13,Haifaa Al-Mansour,"Elle Fanning,Bel Powley,Owen Richards",49,120,"https://m.media-amazon.com/images/M/MV5BNzUyM2EzOTEtOTMwMi00NzMwLWEyYTAtZGYxYzMyZDgyNGUyXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Waterloo,7.3,1970,G,Sergey Bondarchuk,"H.A.L. CraigSergey Bondarchuk,Vittorio Bonicelli",66,123,"https://m.media-amazon.com/images/M/MV5BNGQxYzM1ZWUtYjdlMS00M2EyLTg1MmUtNTFmZTE3NGVkMTgyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,7,190,281_.jpg",Action
1492: Conquest of Paradise,6.4,1992,PG-13,Ridley Scott,"Gérard Depardieu,Armand Assante,Sigourney Weaver",47,154,"https://m.media-amazon.com/images/M/MV5BNmVlMWNhMmEtZjc5ZS00NmZjLTg3ZjctNTkwMWYwY2EzOGJhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Adventure
Shattered Glass,7.1,2003,PG-13,Billy Ray,"Hayden Christensen,Chloë Sevigny,Steve Zahn",73,94,"https://m.media-amazon.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1_QL75_UY281_CR1,0,190,281_.jpg",Drama
American Pop,7.1,1981,R,Ralph Bakshi,"Mews Small,Ron Thompson,Jerry Holland",57,96,"https://m.media-amazon.com/images/M/MV5BNDIwZTcxMGMtN2U5Mi00ZDU3LWE1ZTktMjllZjNhNTFiNDQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",Animation
The Front Runner,6.1,2018,R,Jason Reitman,"Matt Bai,Jay Carson,Jason Reitman",61,113,"https://m.media-amazon.com/images/M/MV5BMTcyNTAxOTg4NV5BMl5BanBnXkFtZTgwMTMwNjQ2NjM@._V1_QL75_UX190_CR0,4,190,281_.jpg",Biography
W.,6.3,2008,PG-13,Oliver Stone,"Josh Brolin,Elizabeth Banks,Ioan Gruffudd",56,129,"https://m.media-amazon.com/images/M/MV5BMTkzMzg3NjM3OV5BMl5BanBnXkFtZTcwNTY1MzUzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Walk,7.3,2015,PG,Robert Zemeckis,"Joseph,Gordon-Levitt Charlotte,Le Bon,Ben Kingsley",70,123,"https://m.media-amazon.com/images/M/MV5BNTY4MzA4Mzc5Nl5BMl5BanBnXkFtZTgwNDIzMzk5NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
Evita,6.3,1996,PG,Alan Parker,"Madonna Jonathan,Pryce Antonio,Banderas",45,135,"https://m.media-amazon.com/images/M/MV5BMDNhZGZiMzYtNzkxNy00MGE0LWE4Y2QtOGIwOTM3ZmY5M2QwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",Biography
The 33,6.9,2015,PG-13,Patricia Riggen,"Mikko Alanne,Craig Borten,Michael Thomas",55,127,"https://m.media-amazon.com/images/M/MV5BMTkyNDY3NDc5NF5BMl5BanBnXkFtZTgwMzI1NDM1NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Duchess,6.9,2008,PG-13,Saul Dibb,"Jeffrey Hatcher,Anders Thomas,Jensen Saul,Dibb",62,110,"https://m.media-amazon.com/images/M/MV5BMTU1MTQzMjgzNl5BMl5BanBnXkFtZTcwNTQxMzk3MQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Persepolis,8,2007,PG-13,Vincent Paronnaud,"Chiara Mastroianni,Catherine Deneuve,Gena Rowlands",90,96,"https://m.media-amazon.com/images/M/MV5BMGRkZThmYzEtYjQxZC00OWEzLThjYjAtYzFkMjY0NGZkZWI4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Gods and Generals,6.2,2003,PG-13,Ron Maxwell,"Stephen Lang,Robert Duvall,Jeff Daniels",30,219,"https://m.media-amazon.com/images/M/MV5BMTU1NzExNjU3OF5BMl5BanBnXkFtZTYwNzc0MDg5._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Decameron,7,1971,R,Pier Paolo Pasolini,"Franco Citti,Ninetto Davoli,Jovan Jovanovic",66,111,"https://m.media-amazon.com/images/M/MV5BZTY3ZjM0NTctNjc0Mi00OGU0LWI4OTQtYzc1ZGI2MTg2OTZiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",Comedy
Lady Jane,7.1,1986,PG-13,Trevor Nunn,"Helena Bonham,Carter Cary,Elwes John,Wood",64,136,"https://m.media-amazon.com/images/M/MV5BZWE4OGM1NjAtNGU4ZC00ZTYyLWJkZDktNjFhYThlYjFhMTI3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
American Animals,7,2018,R,Bart Layton,"Bart Layton,Jon Croker,Peter Straughan",68,116,"https://m.media-amazon.com/images/M/MV5BYTc4ZWQyODItMTZjYy00OTVmLWEzMjUtNTlkOTJjMzhiYzAxXkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
From Up on Poppy Hill,7.4,2011,PG,Gorô Miyazaki,Sarah Bolger,71,91,"https://m.media-amazon.com/images/M/MV5BZmFjMTYwODAtMTUzZi00NWUzLWIzMjUtYTNiZTE2MzNlMjNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
"Good Night, and Good Luck.",7.4,2005,PG,George Clooney,"David Strathairn,George Clooney,Patricia Clarkson",80,93,"https://m.media-amazon.com/images/M/MV5BM2JiMzAzYWUtYTQ4Mi00MzBmLWJhODUtYmY0YTQ4ZGYwNjUzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Colette,6.7,2018,R,Wash Westmoreland,"Richard Glatzer,Wash Westmoreland,Rebecca Lenkiewicz",74,111,"https://m.media-amazon.com/images/M/MV5BZTg5M2MxYzAtZjUwMi00MzRjLTkxNTItZmNjYzUxZjI3YzI3XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Alamo,6,2004,PG-13,John Lee Hancock,"Dennis Quaid,Billy Bob,Thornton Emilio,Echevarría",47,137,"https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
Risen,6.3,2016,PG-13,Kevin Reynolds,"Kevin Reynolds,Paul Aiello",51,107,"https://m.media-amazon.com/images/M/MV5BMTAzNjQ1Mzk2MjNeQTJeQWpwZ15BbWU4MDU0MDk1Mjcx._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
Balto,7.1,1995,G,Simon Wells,Kevin Bacon,57.1,78,"https://m.media-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,7,190,281_.jpg",Animation
Child 44,6.4,2015,R,Daniel Espinosa,"Tom Hardy,Gary Oldman,Noomi Rapace",41,137,"https://m.media-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Crime
Arabian Nights,6.7,1974,NC-17,Pier Paolo Pasolini,"Ninetto Davoli,Franco Citti,Franco Merli",66,130,"https://m.media-amazon.com/images/M/MV5BOTA5YjVhNDgtMDdkMC00YjliLWJjOTItZDNiZDU4NDllZDZkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",Comedy
